iter	RMSE
408	3188.440079
409	3187.361369
410	3185.415619
411	3183.083714
412	3181.349475
413	3179.98817
414	3178.051883
415	3176.713609
416	3175.504071
417	3173.00412
418	3171.146648
419	3170.341622
420	3169.539516
421	3167.761289
422	3165.010484
423	3163.752016
424	3162.130578
425	3158.600908
426	3155.610008
427	3154.864166
428	3152.319681
429	3151.269434
430	3148.606683
431	3146.52575
432	3145.545311
433	3145.060391
434	3144.048024
435	3139.501384
436	3137.843632
437	3136.99713
438	3135.489895
439	3131.144482
440	3129.206122
441	3127.369611
442	3125.810537
443	3124.70572
444	3123.85578
445	3122.302428
446	3120.183924
447	3119.523547
448	3117.037355
449	3113.811015
450	3112.26442
451	3110.664735
452	3108.751489
453	3106.96948
454	3105.225881
455	3102.61163
456	3100.841634
457	3099.47023
458	3098.614061
459	3096.045759
460	3094.266537
461	3093.256208
462	3091.227023
463	3090.658668
464	3089.432022
465	3088.289708
466	3084.941304
467	3082.854272
468	3080.030324
469	3078.645852
470	3076.695926
471	3076.092201
472	3074.688069
473	3072.988796
474	3072.461672
475	3068.825659
476	3064.940563
477	3063.209002
478	3060.808989
479	3058.425211
480	3057.859537
481	3057.210108
482	3054.934817
483	3053.487068
484	3052.394682
485	3050.719508
486	3049.060333
487	3046.90127
488	3045.536458
489	3045.041129
490	3044.652819
491	3043.115944
492	3041.496863
493	3038.070674
494	3036.655499
495	3035.380137
496	3033.545722
497	3032.001661
498	3031.099424
499	3029.791725
500	3029.270184
501	3027.939376
502	3026.109182
503	3024.458801
504	3021.305284
505	3020.947647
506	3018.900379
507	3017.664594
508	3015.135349
509	3012.150746
510	3011.584607
511	3010.067528
512	3008.778147
513	3007.035909
514	3005.985525
515	3005.588639
516	3005.103305
517	3000.666872
518	2998.658499
519	2997.811738
520	2995.934743
521	2993.719118
522	2991.849247
523	2990.237618
524	2989.279738
525	2987.772715
526	2987.409711
527	2983.629329
528	2981.488936
529	2979.446759
530	2978.583673
531	2977.11757
532	2975.381041
533	2974.030746
534	2972.074029
535	2970.173375
536	2969.292063
537	2967.945345
538	2966.355596
539	2964.478396
540	2963.523169
541	2962.293625
542	2961.01706
543	2959.622301
544	2957.747496
545	2956.162214
546	2954.552398
547	2953.408716
548	2950.420389
549	2948.063868
550	2946.210635
551	2944.603085
552	2943.209203
553	2941.611917
554	2940.354479
555	2938.966307
556	2936.143816
557	2933.527652
558	2930.779168
559	2929.781849
560	2927.978285
561	2926.817695
562	2925.870628
563	2925.077446
564	2920.712571
565	2918.322316
566	2916.564203
567	2915.904124
568	2914.123548
569	2912.766465
570	2911.240389
571	2909.136917
572	2907.38029
573	2906.290542
574	2905.665465
575	2903.567016
576	2899.484881
577	2897.255957
578	2894.179292
579	2892.658445
580	2889.529375
581	2887.279035
582	2884.83614
583	2883.023485
584	2879.859804
585	2878.345641
586	2876.77354
587	2875.134616
588	2873.875116
589	2873.461064
590	2872.316559
591	2871.456249
592	2868.385928
593	2866.756552
594	2865.46846
595	2864.128692
596	2862.795791
597	2859.834565
598	2858.667851
599	2856.889253
600	2856.592992
601	2855.70165
602	2854.402528
603	2854.129192
604	2853.843162
605	2851.571216
606	2850.461786
607	2848.550059
608	2846.862761
609	2845.215786
610	2843.883889
611	2840.648148
612	2838.299434
613	2835.379053
614	2834.359742
615	2832.206794
616	2830.991129
617	2829.49392
618	2827.568073
619	2826.380716
620	2824.759267
621	2823.249573
622	2818.331385
623	2816.400597
624	2814.07032
625	2812.641774
626	2810.858317
627	2809.486834
628	2807.784593
629	2806.902285
630	2804.869692
631	2803.033527
632	2801.883703
633	2801.690018
634	2800.786371
635	2799.030527
636	2798.067449
637	2797.352624
638	2796.241726
639	2793.275219
640	2789.984209
641	2789.071193
642	2788.004585
643	2785.262802
644	2782.48599
645	2779.574583
646	2778.024779
647	2776.792271
648	2775.320972
649	2773.109081
650	2770.968534
651	2769.420143
652	2767.02062
653	2765.343518
654	2763.06453
655	2760.971629
656	2759.530524
657	2757.872253
658	2756.378493
659	2755.193992
660	2753.614821
661	2752.616714
662	2751.516904
663	2749.56941
664	2747.719154
665	2745.836586
666	2744.890404
667	2742.024048
668	2740.071351
669	2737.714007
670	2735.758214
671	2733.949509
672	2732.698369
673	2730.34301
674	2729.12352
675	2727.311812
676	2725.913782
677	2723.504142
678	2721.085981
679	2720.89192
680	2719.032836
681	2717.758858
682	2716.672989
683	2716.234206
684	2714.766379
685	2712.478204
686	2709.465739
687	2709.1324
688	2707.341085
689	2705.928545
690	2704.184648
691	2702.993842
692	2700.395705
693	2698.669221
694	2696.299635
695	2694.988696
696	2693.013918
697	2692.191605
698	2689.527757
699	2688.244648
700	2686.903144
701	2685.242693
702	2683.811211
703	2682.091946
704	2680.595621
705	2678.994692
706	2676.633967
707	2675.467233
708	2674.174445
709	2672.977174
710	2669.607425
711	2668.868081
712	2668.614079
713	2667.363232
714	2666.93254
715	2665.444497
716	2662.838243
717	2661.319068
718	2658.952413
719	2656.384831
720	2655.306151
721	2653.595041
722	2651.989274
723	2650.676766
724	2649.279307
725	2647.549654
726	2645.312814
727	2642.736936
728	2640.440881
729	2638.775872
730	2637.579935
731	2636.165943
732	2635.379673
733	2632.905328
734	2631.982617
735	2631.091975
736	2629.492514
737	2628.422824
738	2626.560085
739	2624.180776
740	2621.80055
741	2620.05483
742	2619.203197
743	2617.854456
744	2616.34232
745	2615.40468
746	2613.241829
747	2611.946924
748	2610.474803
749	2609.234776
750	2607.935834
751	2606.817115
752	2604.766206
753	2603.878635
754	2602.495963
755	2601.300464
756	2599.189519
757	2597.673407
758	2596.731718
759	2595.594467
760	2593.796951
761	2592.705448
762	2591.879486
763	2590.783449
764	2589.098427
765	2587.647367
766	2587.429281
767	2585.190319
768	2583.935551
769	2582.197262
770	2581.315919
771	2579.946137
772	2578.735614
773	2577.486732
774	2576.853037
775	2575.00467
776	2573.539937
777	2572.706256
778	2571.65588
779	2570.815282
780	2569.666088
781	2568.408972
782	2566.368033
783	2564.792437
784	2564.036995
785	2562.956189
786	2561.691154
787	2558.917855
788	2557.367572
789	2556.232753
790	2555.042937
791	2553.495081
792	2552.976412
793	2551.330459
794	2549.704747
795	2548.56196
796	2547.600242
797	2547.314397
798	2546.389669
799	2545.519279
800	2544.515757
801	2543.652685
802	2542.16864
803	2540.215518
804	2539.895511
805	2538.826122
806	2537.742828
807	2535.923521
808	2535.626487
809	2534.818907
810	2533.343756
811	2532.661865
812	2530.803159
813	2529.840749
814	2528.469522
815	2527.675072
816	2526.660037
817	2525.241029
818	2524.324794
819	2522.740197
820	2520.085585
821	2518.916688
822	2518.194359
823	2516.973288
824	2516.140199
825	2514.326178
826	2512.768177
827	2511.639918
828	2509.889603
829	2507.983147
830	2506.881468
831	2506.09036
832	2504.577031
833	2502.750709
834	2501.666345
835	2500.600925
836	2499.29401
837	2498.001646
838	2497.595834
839	2496.291343
840	2493.88967
841	2492.068037
842	2490.884474
843	2490.188511
844	2488.872173
845	2487.569523
846	2486.156036
847	2484.863194
848	2483.455323
849	2482.425183
850	2481.643796
851	2480.456828
852	2479.917662
853	2478.52547
854	2478.142319
855	2477.414753
856	2476.479927
857	2474.670714
858	2473.751619
859	2472.966276
860	2472.215429
861	2470.903222
862	2469.323088
863	2467.979925
864	2465.60817
865	2465.150516
866	2464.107529
867	2463.019999
868	2461.78277
869	2460.678451
870	2460.007443
871	2457.889485
872	2456.326252
873	2455.8081
874	2453.925469
875	2452.643123
876	2451.762453
877	2450.651716
878	2450.072478
879	2449.344548
880	2447.783269
881	2446.84992
882	2446.187522
883	2444.151022
884	2443.014131
885	2442.13409
886	2441.239384
887	2440.473584
888	2439.858974
889	2438.724032
890	2437.59928
891	2436.984806
892	2436.324044
893	2434.342605
894	2433.223102
895	2432.957503
896	2432.149513
897	2431.245216
898	2430.080397
899	2429.171145
900	2427.506503
901	2425.626744
902	2423.978311
903	2423.425458
904	2422.737404
905	2421.461128
906	2419.180466
907	2418.321936
908	2417.752443
909	2416.415907
910	2414.608536
911	2413.351617
912	2412.133497
913	2410.97141
914	2409.356005
915	2408.69331
916	2407.458747
917	2405.726018
918	2403.796942
919	2403.016209
920	2401.473738
921	2400.37144
922	2400.160288
923	2399.232818
924	2398.622642
925	2397.522179
926	2397.317476
927	2396.189707
928	2395.677125
929	2394.561728
930	2393.128321
931	2392.392843
932	2391.739985
933	2390.293171
934	2389.06528
935	2387.830442
936	2387.04926
937	2386.405196
938	2384.810696
939	2382.830251
940	2381.711614
941	2380.428793
942	2379.911564
943	2378.540959
944	2377.171992
945	2375.49008
946	2374.68131
947	2373.58349
948	2372.270456
949	2370.912879
950	2369.860547
951	2368.861434
952	2367.507518
953	2367.373269
954	2366.071393
955	2364.867827
956	2363.636822
957	2362.641956
958	2361.974453
959	2361.067943
960	2360.125573
961	2359.804833
962	2359.045467
963	2358.439253
964	2357.382739
965	2356.630888
966	2355.25461
967	2354.16378
968	2353.377609
969	2352.582683
970	2351.20209
971	2350.380871
972	2349.744832
973	2348.742311
974	2347.781985
975	2346.464215
976	2345.403046
977	2344.363239
978	2343.014526
979	2342.615206
980	2340.493941
981	2339.74687
982	2339.035851
983	2338.461434
984	2337.092961
985	2335.910677
986	2334.878246
987	2334.119744
988	2332.831557
989	2332.037827
990	2331.285862
991	2330.873792
992	2329.903884
993	2329.153977
994	2327.331277
995	2326.32229
996	2325.347688
997	2324.604652
998	2324.332939
999	2323.230398
